file_name,dataset_name,source_id,cell_unid,animal_id,file_name_1,depol_overshoot_max,pre_time_ms,sag_amplitude,stim_time_ms,vrest,cell_name,cell_type,file_name_2,file_name_3,file_name_4,file_name_5,capacitance_mean,current_max_number_of_spike_max,depol_overshoot_mean,first_ap_peak_amplitude_mean,first_ap_trough_amplitude_mean,first_current_level_to_block_mean,half_max_spike_current_mean,half_max_spike_number_mean,half_width_time_mean,isi_cv_at_max_spikes_mean,max_adaptation_index_max,max_ahp_after_depol_injection_max,max_isi_cv_max,max_latency_of_spike_max,max_number_of_spike_max,max_slope_max,resistance_mean,resting_vm_mean,sag_mean,spontaneous_firing_rate_mean,tau_mean,v_threshold_mean
011323A,MultiPulse,9,6917,1633,011323A,49.9618,500,5.00746,500,-61.7217,011323Ac6,ON transient small RF,011323A,011323A,011323A,011323A,3.29254871580862,250,32.757735031865,4.20130711338409,-60.2096581785701,999,131.003082079653,33.0666666666667,0.08,0.301587019720112,0.190747030288813,0.740743582394138,1.1555774512879,36.58,73,260.838214025882,157.206910353309,-61.7217146991778,NaN,0.266666666666667,5.16698634379487,-59.3691780330702
011323A,MultiPulse,13,6921,1633,011323A,33.5065,500,4.29901,500,-64.1127,011323Ac3,F-mini-OFF,011323A,011323A,011323A,011323A,7.57138018787063,200,25.1660570126229,3.46387533861726,-64.9144151244295,90.90922,79.3506875,9.9,0,0.278495595002441,0.162213000320185,3.82930975665607,0.76857910037237,52.84,23,16.9062054362502,235.069735735514,-64.1127381485301,NaN,0,16.6715819666841,-61.4333459805609
011323A,MultiPulse,15,6923,1633,011323A,46.3712,500,3.94478,500,-62.9219,011323Ac4,F-mini-ON,011323A,011323A,011323A,011323A,6.90832548032879,200,27.7207669928553,1.87952668431848,-62.7214376218165,76.3637,62.4718910833333,8.4,0,0.360604013446162,0.32491419065807,5.17184873478162,1.82986730858669,47.38,21,16.9062103197746,189.875394971747,-62.9218585587491,NaN,0,13.290767271776,-62.6570330076145
011023A,MultiPulse,9,6955,2061,011023A,39.1901,500,5.31338,500,-64.2434,011023Ac9,F-mini-ON,011023A,011023A,011023A,011023A,8.36760159261094,200,19.474300841384,-8.09136686941889,-66.989283892788,999,73.9234710526316,22.5,0,0.821126217191305,0.0997218701309465,-0.795426187325887,1.09825784333122,31.88,45,30.5921549286154,266.920726452677,-64.8413624270529,NaN,0,22.3348629576629,-65.9266090282478
011023B,MultiPulse,2,6957,2061,011023B,47.8412,500,5.99223,500,-64.6746,011023Bc5,ON transient small RF,011023B,011023B,011023B,011023B,7.00955800721969,200,43.0463469864603,4.25968408279529,-64.9731469289801,999,85.2377117052139,27.9,0,0.105622688617552,0.225636415592456,0.638561723789977,0.582207194936617,88.18,61,22.5514115816996,150.975517237682,-64.6746396179944,NaN,0,11.7282239566001,-64.4899023923533
050223A,MultiPulse,2,6989,1832,050223A,58.7369,500,16.2944,500,-57.5228,050223Ac4,ON vertical OS large RF,050223A,050223A,050223A,050223A,4.87544999277814,81.8182,39.0505854802275,6.12055960053806,-46.8102835481323,256.364,20.1361680986099,14.25,0.576,0.81565609286732,0.2102689356838,-1.74838453542691,2.12482873534506,26.12,30,235.076447463705,149.540368568245,-57.5227646041758,NaN,4.2,7.20511584660826,-55.2859265398236
051123A,MultiPulse,2,6993,1614,051123A,51.266,500,6.63368,500,-44.1589,051123Ac3,OFF horizontal OS - symmetric,051123A,051123A,051123A,051123A,13.7148468721733,81.8182,37.6095255990103,13.7557049836512,-44.1278333893694,234.5456,29.9479903236957,18.8166666666667,0.848,0.227566976478302,0.223958145097859,-7.03510934263353,2.45693149333194,19.7,31,175.502189920352,214.823240064525,-44.1588560753698,NaN,20.4666666666667,28.40461445404,-46.1114945220808
051123A,MultiPulse,4,6995,1614,051123A,41.557,500,14.8614,500,-51.8627,051123Ac7,PixON,051123A,051123A,051123A,051123A,21.9131805817811,190.909,22.6891647472406,5.55057932643698,-52.5809337401341,267.2728,62.6020755336257,27.6,0.932,0.0569111736866694,0.0259171062733315,0.269748208580317,0.21074567153625,31.46,59,141.68988826193,100.279432834151,-51.862731954993,NaN,1.6,20.2769545861385,-51.7565551278463
051123A,MultiPulse,5,6996,1614,051123A,57.7064,500,0.225416,500,-52.6994,051123Ac8,OFF transient medium RF,051123A,051123A,051123A,051123A,10.1094558088839,81.8182,40.1857107955479,12.1423741932904,-55.3728726467869,136.364,27.2698132037214,36.6166666666667,0.54,0.128986720796246,0.025749245581811,-2.51059095763316,0.697507807452366,29.56,71,309.946571186658,148.668250296067,-52.6993810196407,NaN,29.2666666666667,14.6475237964426,-50.8452324763851
051123A,MultiPulse,7,6998,1614,051123A,73.2279,500,4.46002,500,-56.9581,051123Ac4,M2,051123A,051123A,051123A,051123A,2.51256702914797,300,47.9518193972544,18.3767220255225,-57.2470464395007,999,128.18213,27.45,0.644,0.222932085960337,0.39505979424513,-8.5172990335202,1.1359157571138,106.74,53,316.387068217243,123.730656619125,-56.958118222862,NaN,6.6,3.15306343944611,-60.270842360635
051123A,MultiPulse,9,7000,1614,051123A,54.2769,500,20.4002,500,-60.4747,051123Ac10,ON transient small RF,051123A,051123A,051123A,051123A,12.5586828195341,245.455,39.2142889126682,4.92907680492374,-51.9207867326891,804.65454,109.96215848331,25.5333333333333,0.656,1.16913477659882,0.17474865217427,-3.63037194190301,2.13502945315055,274.18,55,209.314572313365,151.879368429537,-60.4747181326579,NaN,3.73333333333333,19.1759887828216,-58.1519312579461
051123A,MultiPulse,11,7002,1614,051123A,38.0309,500,10.7878,500,-56.7398,051123Ac1,OFF vertical OS - asymmetric,051123A,051123A,051123A,051123A,16.526586021302,190.909,25.5793180038806,-1.90423546244226,-55.1764386614681,999,56.9507500047655,30.45,0.676,0.236439435000159,0.0506829886634581,-2.39169276084976,2.42521511994765,56.7,61,189.99331517523,180.451257441074,-56.7397528665546,NaN,5,18.7886329015755,-50.8935341067772
061223A,MultiPulse,14,7014,2927,061223A,57.2234,500,13.3318,500,-53.9796,061223Ac27,ON transient small RF,061223A,061223A,061223A,061223A,14.3558645853765,221.739,40.2219402052572,0.0826422652614651,-52.970581630546,719.4,63.4903414814815,26.5166666666667,0.796,0.340367168954649,0.220818975392126,-10.9836121408515,2.57581681086162,47.1,55,188.383157094278,153.773234554969,-53.979612671877,NaN,2.46666666666667,22.0131498736974,-51.2284380635275
061223A,MultiPulse,20,7020,2927,061223A,56.3057,500,4.97526,500,-59.0921,061223Ac26,ON transient medium RF,061223A,061223A,061223A,061223A,2248.89544751936,300,39.1025228903518,-1.63051606334479,-59.095458298143,10.2041,195.29791627907,36.3953488372093,0.4,0.415949012999954,0.164516034133531,-7.35682854768699,3.92138375312423,222.84,71,312.361892010247,86.2294237670075,-59.0163506989275,NaN,3.58139534883721,1939.20958551841,-59.417481305701
061223A,MultiPulse,24,7024,2927,061223A,65.6282,500,7.27773,500,-55.7811,061223Ac24,ON bursty,061223A,061223A,061223A,061223A,7.48508896424575,300,56.2224339997561,14.5994028979539,-53.943090773419,32.2033666666667,171.512488095238,37.6888888888889,0.306666666666667,0.244757217431621,0.175498062106311,-7.14197374905926,2.04002978355716,442.94,79,272.10897342084,90.5960507664948,-55.7810688004032,NaN,0.0888888888888889,6.67115211602884,-52.0377885321966
061423A,MultiPulse,2,7030,1725,061423A,63.7604,500,16.6325,500,-57.0038,061423Ac8,ON DS sustained - temporal,061423A,061423A,061423A,061423A,10.123956260679,300,47.7881285082716,14.9321591807405,-57.458508076754,683.241366666667,153.037444444444,36.8333333333333,0,0.104778100345086,0.172708155137067,-7.29884591122904,0.758669898806438,60.38,75,14.4910343143248,66.4875194958998,-57.0037694602918,NaN,0,8.92675866637211,-56.8788667048965
061423A,MultiPulse,5,7033,1725,061423A,60.3309,500,20.5451,500,-49.7108,061423Ac7,ON horizontal OS small RF,061423A,061423A,061423A,061423A,21.9931316405674,196.552,40.1647736035528,13.9070554554982,-47.271849703863,999,63.3116994824312,41.7888888888889,0.506666666666667,0.259190140935951,0.0952586334289028,-8.34531045738191,2.40306495968252,41.62,80,277.74438586386,100.389040048728,-49.7108398847495,NaN,13.1555555555556,21.703794668837,-47.1001042500443
061423A,MultiPulse,6,7034,1725,061423A,51.6846,500,11.464,500,-52.215,061423Ac3,ON vertical OS small RF,061423A,061423A,061423A,061423A,5679.01249984812,300,37.6691153914018,-4.19059348444065,-56.6883364482805,258.6205,52.818958625,17.7833333333333,1.17,0.580933587891416,0.128342245989305,-12.1672739987956,1.80651536447174,42.06,31,91.7764015486551,104.981050240446,-52.2149647757177,NaN,14.1333333333333,5909.19971684168,-49.3059610497162
061423A,MultiPulse,8,7036,1725,061423A,68.301,500,4.36341,500,-51.9163,061423Ac4,ON alpha,061423A,061423A,061423A,061423A,22416.0280146207,300,46.7737519717747,21.83953239368,-53.2239061767465,697.034466666667,193.103533333333,15.5,0,0.593501053632611,0.972135740971357,-4.2038708611773,1.37480754934931,171.3,33,17.7112619102751,58.0544780687692,-51.9163066043997,NaN,0,12799.3616714004,-52.434949997651
061423A,MultiPulse,10,7038,1725,061423A,45.5018,500,9.6607,500,-47.6204,061423Ac9,OFF transient alpha,061423A,061423A,061423A,061423A,35.9234992234507,279.31,33.9862513951768,1.04763592282913,-49.4508710927865,759.103333333333,62.1075489960317,41.7222222222222,0.486666666666667,0.463713714196852,0.0624440013567393,-11.4282914290577,2.4461910350513,17.78,65,235.076407815532,92.6598983000932,-47.6203944131039,NaN,47.5555555555556,36.6591924218651,-48.0500717004965
061323A,MultiPulse,3,7040,1724,061323A,61.2486,500,12.9453,500,-57.0129,061323Ac7,HD2,061323A,061323A,061323A,061323A,5.29602321949102,175.862,39.160056985404,17.498668179314,-52.6378082798288,272.414,67.7713889197531,27.5222222222222,0.453333333333333,0.355786501903544,0.0758576847193081,-0.153153028735673,1.72843895374875,35.26,57,193.213393328437,329.975227025383,-57.0129404755486,NaN,0.0888888888888889,17.092980291595,-57.0065815726576
061323A,MultiPulse,4,7041,1724,061323A,62.5367,500,23.3145,500,-45.8854,061323Ac10,ON DS sustained - direction unknown,061323A,061323A,061323A,061323A,16.9947696235752,300,57.7109945565161,24.4221445637017,-46.5301130078295,999,106.309325277778,31.5,0,0.0478424628548126,0.0382483868492492,-2.1855202268721,0.177470582521823,49.46,64,35.4224815602052,84.7777237056371,-45.8071774480973,NaN,0,14.4096240459136,-45.7357906861667
061323A,MultiPulse,8,7045,1724,061323A,46.178,500,25.2144,500,-50.8218,061323Ac4,ON vertical OS small RF,061323A,061323A,061323A,061323A,8.27064038339437,31.0345,30.7767465934819,5.92733674532696,-52.2513809508666,99.9998666666667,11.7917931668629,23.3222222222222,0.686666666666667,1.42985240918673,0.19724797949912,-8.73358520908108,2.67859997819168,31.72,43,215.75499269766,205.452064925994,-50.8218194613483,NaN,15.9555555555556,16.8531517252578,-47.2278286538851
061323A,MultiPulse,11,7048,1724,061323A,84.9173,500,11.786,500,-54.3325,061323Ac5,ON transient small RF,061323A,061323A,061323A,061323A,9.47702135794685,217.241,76.6662102596719,21.1375186683802,-55.718490988782,669.448266666667,53.1800383333333,14.6666666666667,0,0.455969414326876,0.0687206768482945,-1.89006191317264,1.9056827147497,316.04,31,25.7618104073799,437.270874980594,-54.3324722012034,NaN,0,40.3937317245361,-55.0637116695756
062323A,MultiPulse,9,9071,1752,062323A,48.883,500,9.8217,500,-61.499,062323Ac4,M6,062323A,062323A,062323A,062323A,1184.59550001794,300,34.0184492301339,-9.14330650063083,-54.623614166808,9.3837,69.1024557936508,24.9,1.42,0.311775473027852,0.20453638798655,-3.83652920898284,0.713947428324606,414.18,50,104.657308508605,242.18040257226,-61.4990322612302,NaN,0.266666666666667,2893.27478606336,-60.3126807897159
080123A,MultiPulse,3,9160,2801,080123A,51.3948,500,4.73373,500,-58.1403,080123Ac1,ON alpha,080123A,080123A,080123A,080123A,10945.6201499129,300,19.1238389019557,2.3099533828454,-59.40028308438,366.27535,196.072772275132,17.3666666666667,0.146666666666667,0.450759840284772,0.226933075109238,-4.14687119865143,1.15161566760034,418.48,37,310.75167797078,66.757694532302,-58.1402618602032,NaN,0.133333333333333,7318.51369451627,-57.4037427135217
080423A,MultiPulse,3,9274,2184,080423A,61.6995,500,8.21158,500,-47.6046,080423Ac2,ON OS large RF - orientation unknown,080423A,080423A,080423A,080423A,2875.49132884951,223.929,51.5622215243679,9.04021836176886,-51.6180697728754,999,36.7477120952381,34.0111111111111,0.8,0.490981351646115,0.0672095570664433,-11.5095201525884,1.18694630469976,24.32,59,204.48420398588,162.934741209627,-47.6045776284056,NaN,24.7111111111111,4828.89198954768,-50.329979416554
081123A,MultiPulse,13,9292,2804,081123A,62.247,500,10.8683,500,-56.4949,081123Ac1,ON alpha,081123A,081123A,081123A,081123A,6663.12849667295,500,37.1667643781235,2.36256016273204,-52.7569732560876,349.465933333333,232.878421794872,36.2,0.32,0.222480962083169,0.189342864183535,-7.03292486701437,0.970085425801398,493.42,74,273.719145486018,82.4272594472669,-56.4949407905448,NaN,0.133333333333333,5413.66750682664,-55.9664683770665
083023A,MultiPulse_Whole_cell_Voltage_clamp,4,9305,1842,083023A,70.7,500,9.48359,500,-50.6097,083023Ac2,ON-OFF DS - ventral,083023A,083023A,083023A,083023A,7579.74970315602,500,61.8046909886509,17.0414038536326,-59.1974322504513,667.666666666667,209.658732063492,45.8,0.593333333333333,0.15604067739129,0.770176544766709,-11.4061214711636,1.14311982281507,208.34,93,202.068973704228,72.8382807937543,-50.6096672377937,NaN,4.53333333333333,5521.51012651428,-51.9197133175805
110623A,MultiPulse,3,9337,3036,110623A,61.5063,500,6.18284,500,-54.3127,110623Ac2,ON alpha,110623A,110623A,110623A,110623A,7953.37759395963,250,47.013126702594,4.92906778048441,-50.3836498494215,17.3329,155.042935620915,26.1222222222222,0.546666666666667,0.263851195139206,0.202576801461761,-5.2323632673315,1.61481134121886,346.38,54,218.97520864511,102.557622977293,-54.3127447529324,NaN,3.15555555555556,7940.06066102435,-45.1346829208053
111223B,MultiPulse_Whole_cell_Voltage_clamp,5,9368,3138,111223B,71.8262,500,5.28348,500,-64.7765,111223Bc11,ON alpha,111223B,111223B,111223B,111223B,6.32266379128873,500,59.8986980962485,11.2620898875863,-64.7737590610115,671.747133333333,198.345412626263,56.8555555555556,0.286666666666667,0.113529542942957,0.0998271524956072,-9.82246936909252,0.880544076041298,243.8,114,391.42806139122,60.4379755986861,-64.7765283568275,NaN,4.08888888888889,3.79979155696503,-64.4247489459238
111323A,MultiPulse_Whole_cell_Voltage_clamp,12,9369,3142,111323A,77.865,500,17.7435,500,-60.6031,111323Ac1,ON alpha,111323A,111323A,111323A,111323A,31.4878912043492,500,47.2600032171471,19.8601641223792,-60.1624033255915,347.845133333333,192.625928571429,44.3333333333333,0,0.146049121799257,0.633810727323785,-11.2233816267045,0.896343726558853,109.54,90,35.4224913703952,66.5066477737451,-60.6031450054068,NaN,0,20.9288166400527,-59.4324853252109
111323A,MultiPulse_Whole_cell_Voltage_clamp,5,9378,3142,111323A,71.4246,500,9.8861,500,-64.9894,111323Ac11,OFF transient alpha,111323A,111323A,111323A,111323A,10.4132527139776,359.843,37.2687236530873,17.8958288814992,-64.982009180247,353.627233333333,151.599951190476,39.5,0,0.199391757557282,0.470907227814829,-0.760012539843302,1.57501206476294,95.84,84,30.5921541219647,135.626968884334,-64.9894500293286,NaN,0,14.5662794398914,-64.4667728978354
111323B,MultiPulse_Whole_cell_Voltage_clamp,7,9387,3142,111323B,58.7948,500,8.05408,500,-57.6344,111323Bc10,ON alpha,111323B,111323B,111323B,111323B,13422.6787725393,500,19.4564980459574,17.434003867857,-57.1145167245263,383.924333333333,294.328710902256,38.3333333333333,0,0.24453920439184,0.944363952477543,-5.36222113960255,2.08209859499523,300.34,84,22.5514114613652,59.6934600832561,-57.6344154360289,NaN,0,8369.07990905062,-57.4044634451102
111423A,MultiPulse_Whole_cell_Voltage_clamp,5,9399,3141,111423A,79.6361,500,6.89129,500,-59.3496,111423Ac7,ON vertical OS small RF,111423A,111423A,111423A,111423A,16.9273497290774,500,54.3702551330627,14.3535845049048,-48.4193121098827,343.948293333333,161.8055,42.6111111111111,0.833333333333333,0.16457661485733,0.783882177726295,-4.11260181243389,1.62847737383517,108.66,89,286.599945207265,124.425899842645,-59.3495692324334,NaN,1.11111111111111,20.8785936018632,-59.0031218103663
112823B,MultiPulse_Whole_cell_Voltage_clamp,45,9448,3199,112823B,66.6878,500,0.289947,500,-54.865,112823Bc47,OFF sustained alpha,112823B,112823B,112823B,112823B,11011.8188298682,300,56.486990983674,1.40927086818512,-57.9653775488222,999,155.315791666667,49.7222222222222,0.38,0.36869823237665,0.0614966879919748,-6.37758034880172,1.18762265770923,80.04,93,391.428055105685,89.294619796209,-54.8649567968659,NaN,29.5555555555556,9153.85934724962,-55.130342243438
013024A,MultiPulse_Whole_cell_Voltage_clamp_control,2,9536,3144,013024A,65.4672,500,13.5894,500,-54.2183,013024Ac11,ON-OFF DS - direction unknown,013024A,013024A,013024A,013024A,13.2179617800397,200,57.3715080987336,7.19395754014449,-52.7880852201905,732.666666666667,63.4783724603175,30.5444444444444,0.613333333333333,0.433759538481727,0.653678543963086,-8.38383187032146,0.924441062304894,87.6,65,217.365106361105,172.445009417039,-54.218271750783,NaN,1.51111111111111,22.7892559569482,-53.3033213926556
101323A,MultiPulse_Grami_1,7,9695,2830,101323A,54.7438,500,2.93041,500,-57.993,101323Ac8,ON-OFF DS - nasal,101323A,101323A,101323A,101323A,15.7136676928353,300,46.3540561199327,-1.64018656981835,-59.7330397913576,668.23285,117.06827047138,39.1888888888889,0.626666666666667,0.128808410757106,0.817854571634269,-6.77295789743479,1.15662102725402,216.86,78,173.89209093669,110.603262561645,-57.9929932927014,NaN,0.755555555555556,17.5164616488945,-57.0817200825228
101323A,MultiPulse_Grami_1,8,9697,2830,101323A,45.5984,500,5.53879,500,-48.1831,101323Ac7,ON sustained - subtype unknown,101323A,101323A,101323A,101323A,7.76337983118027,300,41.3283524322362,5.34769658869799,-47.6464579533151,340.035633333333,122.856967905526,47.2888888888889,0.76,0.0875813303561633,0.697041636230825,-9.52740810433419,0.985765735496367,161.74,93,214.144895281905,149.138599813239,-48.1831097230222,NaN,11.1555555555556,11.6784012538395,-46.4227725278354
100523A,MultiPulse_Whole_cell,2,9730,2098,100523A,84.6275,500,3.73546,500,-60.6767,100523Ac6,OFF transient alpha,100523A,100523A,100523A,100523A,4087.13020474087,300,70.3812062290235,24.9803162621991,-62.7707868300011,999,106.755530769231,46.6,0.44,0.120043527133135,0.081906942465579,-3.96182838483221,1.10974998159043,122.1,91,357.444755201946,233.628107926059,-60.6766899273524,NaN,4.4,9548.68496581057,-65.185956862651
020322A,MultiPulse_Whole_cell_Voltage_clamp,3,9763,1126,020322A,59.0589,500,14.7648,500,-58.3274,020322Ac2,F-mini-ON,020322A,020322A,020322A,020322A,14.4323885154866,300,39.077422927146,5.87582269284192,-52.0721376891663,419.59998,116.994264865079,31.64,0.404,0.412143208979227,0.123526356359417,-6.40659223478001,1.54492511733052,118.44,65,221.390466642605,131.339555077072,-58.3274181039344,NaN,0.96,18.9262568134463,-55.5371047159726
020322A,MultiPulse_Whole_cell_Voltage_clamp,8,9764,1126,020322A,52.7956,500,2.46348,500,-57.7894,020322Ac3,ON OS large RF - orientation unknown,020322A,020322A,020322A,020322A,2.59313303462135,300,38.0083181815099,-1.90745527746009,-60.8504837401265,999,134.674757044229,43.68,0.824,0.136449957642464,0.309013519125577,-6.89690219513729,0.905377109306879,34.32,88,146.520241769002,155.474021153608,-57.7894192192339,NaN,3.52,4.03227265095073,-58.45785293721
020322A,MultiPulse_Whole_cell_Voltage_clamp,7,9768,1126,020322A,30.6082,500,3.68717,500,-58.681,020322Ac7,F-mini-ON,020322A,020322A,020322A,020322A,9.23007164901651,233.333,23.958464565411,2.54611282660326,-56.4419898154427,113.3334,35.3986346428571,10.26,0.192,0.13756277554816,0.0838642617355693,6.73544099010586,0.98763124174487,81.08,29,92.5814579558375,283.454206897581,-58.6810374615714,NaN,0.24,26.1159613348517,-56.8702799201401
020322A,MultiPulse_Whole_cell_Voltage_clamp,2,9770,1126,020322A,4.2668,500,1.59402,500,-67.3062,020322Ac9,ON-OFF DS - ventral,020322A,020322A,020322A,020322A,4.76516379112377,300,2.23483861026639,9.41978710398103,-39.9333954228429,539.6,148.522777254902,5.7,0,0,0.319583440208554,-2.49843555426217,1.65223256228513,29.68,34,16.9062132161997,58.0944982192562,-67.3062187276856,NaN,0,2.86485851099732,-66.1101937556103
110823A,MultiPulse_Whole_cell_Voltage_clamp,5,9779,2984,110823A,71.7788,500,4.31511,500,-52.9103,110823Ac4,ON alpha,110823A,110823A,110823A,110823A,18715.9282707511,500,57.4445035916744,8.72893021766942,-50.1904362803869,672.212666666667,204.244305741627,30.9333333333333,0.406666666666667,0.344689230858768,0.367201199655901,-9.60210138982318,1.42487168120004,301.84,60,297.870688682315,75.4253998227195,-54.5313222550146,NaN,7.73333333333333,14466.4659251779,-57.8223721666952
