file_name,dataset_name,source_id,cell_unid,animal_id,file_name_1,depol_overshoot_max,pre_time_ms,sag_amplitude,stim_time_ms,vrest,cell_name,cell_type,file_name_2,file_name_3,file_name_4,file_name_5,capacitance_mean,current_max_number_of_spike_max,depol_overshoot_mean,first_ap_peak_amplitude_mean,first_ap_trough_amplitude_mean,first_current_level_to_block_mean,half_max_spike_current_mean,half_max_spike_number_mean,half_width_time_mean,isi_cv_at_max_spikes_mean,max_adaptation_index_max,max_ahp_after_depol_injection_max,max_isi_cv_max,max_latency_of_spike_max,max_number_of_spike_max,max_slope_max,resistance_mean,resting_vm_mean,sag_mean,spontaneous_firing_rate_mean,tau_mean,v_threshold_mean
120925B,MultiPulse_Whole_cell_CC,2,10877,3981,120925B,57.5705,500,4.31699,500,-60.2557,120925Bc5,F-mini-ON,120925B,120925B,120925B,120925B,2129.68137317634,300,12.2121257702282,7.28586866571825,-60.5187060142088,167.147,209.7335,2.5,0,0.376144942813426,0.396825396825397,-3.37732217165074,0.561195858084562,5.76,5,19.3297815342401,54.7068134388808,-60.2557131105303,NaN,0,1160.21621215158,-60.303930663533
012026A,MultiPulse_Whole_cell_Voltage_clamp,3,10910,3619,012026A,56.1929,500,7.79295,500,-51.7403,012026Ac2,ON vertical OS small RF,012026A,012026A,012026A,012026A,5359.87024705775,124.764,46.9809228259881,1.11847098620495,-55.0637116526736,205.001666666667,48.0727858730159,21.0777777777778,0.833333333333333,0.274207002016109,0.151349006991262,-10.5253766155747,2.2445008922288,58.58,38,148.130292775815,144.784908016535,-51.7402865350449,NaN,14.3111111111111,6290.89068265329,-51.3497176325051
012026A,MultiPulse_Whole_cell_Voltage_clamp,2,10915,3619,012026A,48.9474,500,5.37778,500,-48.9902,012026Ac7,OFF sustained alpha,012026A,012026A,012026A,012026A,10013.1054854976,6.83762,40.4159611140407,-6.28804184828529,-54.4518686790001,93.8802666666667,4.80585466666667,15.4111111111111,0.806666666666667,0.658562678687714,0.953108220976017,-8.57330814166085,1.58698377525638,234.98,20,111.09773416338,101.456707593936,-48.9902159189485,NaN,27.6444444444444,10284.1536954847,-44.6409141178606
012026A,MultiPulse_Whole_cell_Voltage_clamp,6,10916,3619,012026A,53.8421,500,2.64059,500,-47.2963,012026Ac8,OFF vertical OS - asymmetric,012026A,012026A,012026A,012026A,4.66472202011735,51.8867,43.419348906787,6.52844489490319,-49.3961139111735,42.1333,15.4545025555556,6.71111111111111,1.34666666666667,0.890968117089942,0.761456371625863,-0.980137840259921,1.0768619279087,96.02,13,90.1662547443305,217.168235684101,-47.2962857141466,NaN,4.17777777777778,10.2067075321953,-47.6893942980316
012926A,MultiPulse_Whole_cell_Voltage_clamp,6,10975,4273,012926A,52.9083,500,5.5871,500,-50.7193,012926Ac12,OFF transient alpha,012926A,012926A,012926A,012926A,6759.05749394789,167.147,48.0854822307221,2.77045497577132,-51.8606757833952,7.3409,84.6113955555555,6.2,0.386666666666667,2.13553425860116,0.775774246128769,-8.13976245418786,2.13553425860116,377.18,13,261.643244229892,54.2816669449533,-50.7193178212799,NaN,0.8,3533.45534888235,-51.9787508631607
012926A,MultiPulse_Whole_cell_Voltage_clamp,4,10977,4273,012926A,44.7933,500,14.6038,500,-48.5448,012926Ac14,OFF vertical OS - asymmetric,012926A,012926A,012926A,012926A,2182.79215416219,69.5132,31.2962974001745,2.24985192077166,-50.5994194911294,77.3846333333333,21.5387724444444,19.8777777777778,0.706666666666667,0.23207183972582,0.0875393544491865,-5.26521981918592,2.10585207812545,58.26,41,181.942677194588,153.722591557107,-48.5448298953513,NaN,14.8444444444444,3318.42509708159,-51.1092890537949
012926A,MultiPulse_Whole_cell_Voltage_clamp_incomplete,4,10977,4273,012926A,50.2838,500,13.5089,500,-48.5721,012926Ac14,OFF vertical OS - asymmetric,012926A,012926A,012926A,012926A,3265.60980706465,69.5132,38.5954679719507,5.68743969936689,-51.9062957452025,81.32035,23.281962,20.75,0.69,0.223585558603347,0.0875393544491865,-5.26521981918592,0.578440862430978,58.26,41,181.942677194588,150.600885222158,-48.5721316501023,NaN,15,4963.91508323818,-49.9097537040378
012926A,MultiPulse_Whole_cell_Voltage_clamp,15,10984,4273,012926A,45.1476,500,2.8016,500,-42.9583,012926Ac6,OFF sustained alpha,012926A,012926A,012926A,012926A,11042.9318348272,69.5132,35.6124677726358,2.58260861794703,-47.3630894537854,71.7213666666667,16.2524362222222,11.7222222222222,0.753333333333333,0.251618615321296,0.193262411347518,-3.54057284252981,1.47373438909105,69.02,22,156.180884848992,112.15419545189,-42.9583071733243,NaN,12.8888888888889,12354.6360618757,-39.6023408658546
011626B,MultiPulse_whole_cell_CC,3,10988,3977,011626B,60.6633,500,3.83374,500,-63.8603,011626Bc1,ON alpha,011626B,011626B,011626B,011626B,39687.5276754128,500,7.19067851189761,12.6015584788148,-64.1484094699741,572.895333333333,391.216714285714,5.66666666666667,0,1.35191704561048,0.135074222782461,-2.76694753023778,1.40550361337634,37.04,17,41.8811937008901,28.3262990398022,-63.8603349851403,NaN,0,11393.7172010468,-63.3107855906588
011626B,MultiPulse_Whole_cell_CC,7,10989,3977,011626B,73.8075,500,8.02186,500,-59.2829,011626Bc2,ON-OFF DS - direction unknown,011626B,011626B,011626B,011626B,4031.62850980103,300,41.2991501097706,18.4004929253409,-59.7884698231027,20.8368,149.722877777778,35.3333333333333,0,0.18440682444285,0.449703504043127,-7.15309853773167,0.696004884165779,122.24,74,28.9946722531649,89.6188419574924,-59.2829491304865,NaN,0,3474.227891686,-59.1978376097105
011626B,MultiPulse_Whole_cell_CC,4,10990,3977,011626B,77.2869,500,9.56824,500,-54.7991,011626Bc3,OFF OS - subtype unknown,011626B,011626B,011626B,011626B,20.7392928073836,223.929,61.1358006451179,21.5899069333759,-57.8447529153721,255.715666666667,64.22674,34.2444444444444,0.466666666666667,0.215887271871629,0.168124847049923,-5.17166514895332,1.12854888709549,119.02,69,372.098271841308,107.405386999961,-54.7990724137864,NaN,12.3111111111111,21.748264634483,-55.7614320386536
011626B,MultiPulse_Whole_cell_CC,5,10992,3977,011626B,64.9803,500,5.05796,500,-51.6205,011626Bc5,OFF OS - subtype unknown,011626B,011626B,011626B,011626B,18124.6841613753,223.929,61.2775518862477,12.9774153375322,-54.9667632493942,673.192866666667,115.755697222222,9.11111111111111,0.32,0.930835880493118,0.495320286860338,-6.21613813292281,1.76391703602535,368.86,18,388.206421674483,45.8336559307057,-51.6204660344935,NaN,5.11111111111111,8341.01610291015,-50.9289867583786
012026B,MultiPulse_Whole_cell_CC,9,10994,4055,012026B,59.3746,500,1.93298,500,-45.5865,012026Bc1,ON horizontal OS small RF,012026B,012026B,012026B,012026B,112176.991798233,300,51.876835131822,5.38510687984402,-50.6390400429213,999,159.455202469136,34.6333333333333,0.573333333333333,0.51407969316164,0.0346645830763741,-6.03124370114745,0.678621011417878,40.08,59,207.795138294277,31.5262295351079,-45.5864701612331,NaN,42.5333333333333,35946.6222376854,-48.3087275714161
012026B,MultiPulse_whole_cell_CC,5,10996,4055,012026B,62.6285,500,4.96131,500,-54.2816,012026Bc3,ON horizontal OS small RF,012026B,012026B,012026B,012026B,25.9253500471693,167.147,46.3764388119662,6.62006510099638,-54.977502016764,171.946666666667,26.832125,10.9666666666667,1.1,0.152473962099843,0.234942601037899,-0.620507139838004,0.332259012767008,429.98,22,133.69764661648,222.462065445966,-54.2816097182081,NaN,1.2,58.2112379942187,-53.2700380184628
012026B,MultiPulse_Whole_cell_CC,7,10997,4055,012026B,64.1749,500,12.4355,500,-59.2223,012026Bc4,ON-OFF - subtype unknown,012026B,012026B,012026B,012026B,7160.90958044069,300,38.936621133174,9.20810800172314,-59.2622702180657,27.2956666666667,138.171267791005,30.0222222222222,0.186666666666667,0.13848051638652,0.365154644963636,-4.88507277590214,0.64036716632041,173.06,63,215.849212858465,100.599781129335,-59.2222962365271,NaN,0.0888888888888889,7275.61866548295,-59.294486517419
012026B,MultiPulse_Whole_cell_CC,6,10998,4055,012026B,54.8644,500,13.6919,500,-53.7482,012026Bc5,F-mini-ON,012026B,012026B,012026B,012026B,15.6731531031543,223.929,46.6943061568914,3.09774948635887,-56.0943338214805,103.333333333333,76.5843709444444,20.3,0.54,0.373874564864361,0.280962806357978,-9.83564764369859,0.516743001857844,106,42,136.91927676557,118.451039577436,-53.7482302036272,NaN,0.533333333333333,14.9566948003066,-53.710327478043
012026B,MultiPulse_Whole_cell_CC,8,10999,4055,012026B,61.9197,500,4.22034,500,-62.1216,012026Bc6,ON alpha,012026B,012026B,012026B,012026B,36416.5074503268,300,13.2451951953335,9.06850402706906,-62.7631084404654,721.715666666667,239.389726388889,7.16666666666667,0,0.538232855222983,0.438314553774022,-3.22316422688461,0.913847331408447,400.48,16,24.1622271427545,49.5419821301087,-62.1215544032909,NaN,0,18333.8932329589,-62.6449819965323
012026B,MultiPulse_Whole_cell_CC,3,11000,4055,012026B,55.2832,500,2.12628,500,-51.9749,012026Bc7,OFF transient small RF,012026B,012026B,012026B,012026B,12.8730433197126,300,45.9168194603268,4.81058283256232,-56.4164968426668,999,94.6419181666667,27.7333333333333,0.64,0.108400363314678,0.2255859375,-3.21716710264217,0.579726752828939,101,56,162.69231760537,257.329937544101,-51.8297250951472,NaN,1.93333333333333,33.0499504255767,-48.346313272106
012026B,MultiPulse_Whole_cell_CC,4,11001,4055,012026B,53.9301,500,3.93039,500,-61.1534,012026Bc8,OFF transient small RF,012026B,012026B,012026B,012026B,13.5077708147054,124.764,40.4765600913784,1.30437539848063,-60.9589954984839,7.3409,43.0089241666667,13.3333333333333,0,0.417455362253861,0.634247491638796,-2.5880029745001,0.993282252925544,340.48,29,17.718966506775,291.229393898047,-61.1534401332173,NaN,0,39.6736743375548,-61.5603664699247
012926B,MultiPulse_Whole_cell_CC,6,11002,4273,012926B,55.1865,500,2.09406,500,-55.0433,012926Bc1,OFF transient alpha,012926B,012926B,012926B,012926B,19878.0593061058,300,47.6479086740417,-0.703774055253078,-57.2433819330144,999,127.284127222222,15.7111111111111,0.3,0.67335223931819,0.614743834050199,-5.78133804285206,1.77759208623605,136.42,34,373.709083643105,58.6276973868689,-55.0433224775357,NaN,7.51111111111111,11812.1339759549,-51.4766639133352
012926B,MultiPulse_Whole_cell_CC,3,11003,4273,012926B,61.6942,500,4.92909,500,-44.379,012926Bc2,ON vertical OS large RF,012926B,012926B,012926B,012926B,19268.7419019156,300,53.0838726386345,14.5774917013867,-50.3705708632108,766,89.6169096825397,21.5111111111111,0.446666666666667,0.301275143267254,0.156144215308447,-7.47190762382893,2.37473666327536,108.4,40,312.498117901695,54.8627541252593,-44.3789968235131,NaN,17.3777777777778,11088.0729516013,-44.8830608798017
012926B,MultiPulse_Whole_cell_CC,5,11006,4273,012926B,54.7033,500,14.0141,500,-51.2096,012926Bc5,ON OS large RF - orientation unknown,012926B,012926B,012926B,012926B,12.4107477786705,300,23.1828499949832,3.79576933995146,-51.6592229301148,999,109.7366625,36.5,0,0.0662122810199965,0.0592946466207672,-6.70168026703207,0.316335631569921,380.46,74,14.4973357974052,119.461278314112,-51.209618607883,NaN,0,14.838969181849,-51.2833660770382
012926B,MultiPulse_Whole_cell_CC,8,11007,4273,012926B,63.7883,500,2.41622,500,-56.1044,012926Bc6,ON DS sustained - temporal,012926B,012926B,012926B,012926B,4.21917663356456,93.1275,47.6028061729149,14.1801573142275,-56.2446765692398,11.6093833333333,41.8389,9,0,0.237814303565041,0.373686045932347,-6.31847529423806,1.65344709413438,216.32,19,16.1081511623347,211.011853737158,-56.1044152939324,NaN,0,8.72514295854166,-56.1802439634376
012926B,MultiPulse_Whole_cell_CC_-500_500,2,11008,4273,012926B,41.9778,500,7.18424,500,-59.4814,012926Bc7,ON alpha,012926B,012926B,012926B,012926B,111.255256367401,500,10.8031994844019,-1.85282212089895,-59.6273883092736,457.253333333333,357.955433333333,18,0,0.351776577849797,0.335176660360464,-5.54257681231874,0.64850248254967,28.86,38,12.8865210029147,57.5009094648806,-59.4813546023955,NaN,0,68.1955892956265,-58.8756745848743
020526A,MultiPulse_Whole_cell_Voltage_clamp,8,11046,4274,020526A,55.3879,500,14.169,500,-59.1077,020526Ac8,ON transient EW6t,020526A,020526A,020526A,020526A,22.2705081643159,124.764,41.8886714794884,3.59804244053124,-50.6627360736844,186.074333333333,32.9646853703704,15.3666666666667,1.15333333333333,0.266013559348378,0.199113298644473,5.18296211427588,0.399641559304811,117.36,32,117.538173752935,226.529381603909,-59.1077425408211,NaN,0.133333333333333,50.5357921252868,-55.8687682567131
020526B,MultiPulse_Whole_cell_CC,6,11051,3712,020526B,83.2791,500,5.70229,500,-58.4136,020526Bc3,PixON,020526B,020526B,020526B,020526B,9.05912756680814,300,49.5637057142405,28.7311875992035,-58.8971521204707,675.636366666667,142.894505555556,27.5,0,0.179804484452173,0.386474717853017,-4.97354658323105,0.636898319539816,55.6,56,19.3297813385751,113.176201526199,-58.4136424517453,NaN,0,10.19855492648,-58.0273119566882
020526B,MultiPulse_Whole_cell_CC,8,11052,3712,020526B,65.3024,500,15.2383,500,-54.2106,020526Bc4,ON-OFF DS - nasal,020526B,020526B,020526B,020526B,23.0717183874422,300,54.6216640812993,9.60544239520781,-56.0728562889883,999,113.875352777778,30.1333333333333,0.646666666666667,0.233101858094232,0.13833957231048,-10.6116995201355,0.427144132955816,105.48,58,219.07084198077,106.724876738185,-54.2106296351122,NaN,6.53333333333333,24.3306127162753,-55.8043871029736
020526B,MultiPulse_Whole_cell_CC,5,11053,3712,020526B,62.2741,500,2.28736,500,-62.8353,020526Bc5,ON-OFF DS - dorsal,020526B,020526B,020526B,020526B,10.7917174891422,300,38.234305848382,5.27771920405846,-62.0865660809273,18.3933,146.583396296296,33.5111111111111,0.186666666666667,0.227814073361027,0.311474815018161,-7.72941818357065,0.67520675194928,57.66,68,225.51410222444,129.432859700392,-62.8352813117449,NaN,0.0444444444444444,13.9192512766181,-61.8073581261636
030226B,MultiPulse_Whole_cell_CC,24,11182,4275,030226B,50.3863,500,2.51287,500,-55.4338,030226Bc4,OFF transient alpha,030226B,030226B,030226B,030226B,42551.563477195,500,42.383765180783,-13.9339348523952,-59.6918209220522,999,248.749492784993,34.0222222222222,0.413333333333333,0.516599357135642,0.148752001116809,-6.51855140511506,1.20151434534657,194.14,64,281.8926281665,59.2820815996139,-56.2937061117935,NaN,11.4222222222222,24769.7732185946,-55.5788730647126
030226B,MultiPulse_Whole_cell_CC,9,11185,4275,030226B,70.296,500,11.7267,500,-58.067,030226Bc7,ON-OFF DS - temporal,030226B,030226B,030226B,030226B,1047.38703532681,300,59.4992121351453,10.1423807598663,-59.8099473571001,7.64940666666667,144.295400233427,46.5888888888889,0.46,0.149108132922978,0.267617644003921,-9.46168555998001,0.87217215088379,461.04,95,304.44403776834,79.8649368204342,-58.0670371375982,NaN,1.02222222222222,841.39124672567,-53.4311195437966
030226B,MultiPulse_Whole_cell_CC,7,11186,4275,030226B,53.5113,500,14.2718,500,-51.5403,030226Bc8,ON-OFF DS - dorsal,030226B,030226B,030226B,030226B,8099.62581007803,300,47.252721988694,0.14458854012337,-55.4177914796102,999,113.718009444444,39.7111111111111,0.72,0.121154424087244,0.123898079874005,-8.50845999122095,0.631025103064495,52.14,77,161.081501829675,106.397677151738,-51.5403395730878,NaN,12.1777777777778,8586.87956526009,-47.1918958619375
030226B,MultiPulse_Whole_cell_CC,12,11189,4275,030226B,59.6968,500,22.0037,500,-52.0654,030226Bc11,ON vertical OS small RF,030226B,030226B,030226B,030226B,13.8829384120241,300,41.2669334660626,10.3356785826885,-52.7116221166717,339.998936666667,96.5222260416667,42.6666666666667,0,0.0751749514961953,0.244619354368725,-8.35536307090723,0.478761630555723,170.7,88,45.10282226254,95.26832184845,-52.0653921571516,NaN,0,12.5906037226602,-51.9706471764747
030226B,MultiPulse_Whole_cell_CC,16,11191,4275,030226B,60.8244,500,3.22163,500,-60.0372,030226Bc13,OFF horizontal OS - symmetric,030226B,030226B,030226B,030226B,250.466591576967,300,49.8815722609862,0.0479396372069999,-62.3872515744325,999,109.287126762821,43.3555555555556,0.546666666666667,0.115308458145642,0.363189416286761,-6.68601139694825,0.590654770242115,212.68,88,215.84921326269,207.309017374316,-60.037184715609,NaN,3.42222222222222,514.565451192519,-58.9078908872593
030226B,MultiPulse_Whole_cell_CC,6,11193,4275,030226B,62.4996,500,2.9639,500,-60.8909,030226Bc15,Local edge detector,030226B,030226B,030226B,030226B,688.966736661422,300,50.3197139936167,6.37307345655855,-57.9199242990216,336.333333333333,85.4734681587302,23.2444444444444,0.92,0.211726892612882,0.238679867986799,-6.7267856708738,0.565831602623289,473.1,47,182.02209711705,244.60528773965,-60.8908634086002,NaN,0.311111111111111,1684.42493769802,-57.1037779605905
030226B,MultiPulse_Whole_cell_CC,4,11194,4275,030226B,59.2136,500,5.9278,500,-62.2934,030226Bc16,ON-OFF DS - temporal,030226B,030226B,030226B,030226B,9.79367374879279,300,55.4163328296149,-1.16554103570204,-62.9241899561666,340.601816666667,143.65385714597,47.2222222222222,0.38,0.115930705679898,0.526037916966643,-7.73383496591661,0.743929956496718,211.58,97,201.35187691219,85.7895910777997,-62.2933501929332,NaN,1.55555555555556,8.54267461289093,-62.4302066448035
030226B,MultiPulse_Whole_cell_CC,10,11195,4275,030226B,60.0512,500,4.89688,500,-59.9621,030226Bc17,ON transient medium RF,030226B,030226B,030226B,030226B,55.9048677635962,300,44.0010235966944,0.32714757951915,-57.4688960540915,19.0620833333333,171.277549291819,26.3555555555556,0.213333333333333,0.445774137122769,0.741600848756336,-5.20307886341602,1.13072274388496,485.76,55,364.04419359125,59.874739719433,-59.9620874739274,NaN,0.0888888888888889,33.1183645283705,-59.9925064056374
030226B,MultiPulse_Whole_cell_CC,8,11197,4275,030226B,63.4983,500,8.18294,500,-57.22,030226Bc19,ON vertical OS large RF,030226B,030226B,030226B,030226B,11.9444548798146,223.929,46.4902696911415,4.23605880158678,-40.9848884492438,11.0923833333333,76.2715915343915,33.1111111111111,0.493333333333333,0.35937119535583,0.134616705249754,-10.7845729551434,2.53704099353799,183.44,70,264.173662523725,132.280322034469,-57.2199839571524,NaN,1.11111111111111,15.6919252378877,-51.75587184563
030226B,MultiPulse_Whole_cell_CC,22,11198,4275,030226B,51.0951,500,20.3929,500,-47.7443,030226Bc20,OFF transient alpha,030226B,030226B,030226B,030226B,23434.2098033885,359.843,38.2944426761946,1.74466482733461,-50.5316523776923,999,155.6376875,39.6,0.48,0.332376440374461,0.068456195086777,-16.4987423495557,1.56376682757459,40.58,75,259.341217340995,74.3452278599683,-47.7443157266681,NaN,17.7333333333333,17836.155854254,-45.8388111366735
030226B,MultiPulse_Whole_cell_CC_1,13,11199,4275,030226B,53.9623,500,4.80023,500,-56.2161,030226Bc21,ON alpha,030226B,030226B,030226B,030226B,10512.3563558873,500,49.821435093313,-0.929288162006492,-58.6501604700694,336.982493333333,256.734410204991,37.4111111111111,0.5,0.258739567432567,0.442933784081723,-8.30755896406375,1.08708049014405,329.16,76,294.779148781345,54.7214779842911,-56.2160891142357,NaN,2.31111111111111,5846.50056765454,-57.5225898870431
030226B,MultiPulse_Whole_cell_CC,14,11201,4275,030226B,50.5796,500,7.08759,500,-56.06,030226Bc23,ON transient small RF,030226B,030226B,030226B,030226B,22240.9747782596,300,16.4904504638207,-4.5912076628062,-52.7653159822143,71.5091333333333,199.597953968254,23.6777777777778,0.12,0.619727613191124,0.269432773109244,-4.43206882151863,2.17252224641593,170.78,56,281.89262761617,66.6878999115289,-56.0600321533377,NaN,0.0444444444444444,14766.6038233445,-56.1480276591418
022526B,MultiPulse_Whole_cell_CC,2,11205,4011,022526B,74.5163,500,4.83245,500,-60.498,022526Bc0,ON horizontal OS small RF,022526B,022526B,022526B,022526B,12.2812489598171,223.929,61.3355415292603,16.6608125887813,-60.314669443054,670.007566666667,89.597874537037,26.8555555555556,0.306666666666667,0.196788651469118,0.384305445713869,-3.48557860030204,1.83580318443681,364.44,55,223.903288662679,152.272869742293,-60.4980094855868,NaN,0.755555555555556,18.1860847535347,-61.710709214035
030326A,MultiPulse_Whole_cell_Voltage_clamp,7,11220,4295,030326A,50.1711,500,10.3047,500,-48.6701,030326Ac5,ON alpha,030326A,030326A,030326A,030326A,21137.7184279784,500,36.5516925897558,-6.3524463218167,-49.8684137506174,999,123.635272521367,39.1666666666667,0.846666666666667,0.31045179969096,0.0807436543490916,-13.5852443660045,1.16226358354061,80.64,66,159.401123760845,91.6057727988947,-48.6701029847175,NaN,30.6666666666667,23696.2577641633,-47.5605855393607
030326A,MultiPulse_Whole_cell_Voltage_clamp,3,11221,4295,030326A,57.481,500,4.92695,500,-58.2527,030326Ac6,OFF transient alpha,030326A,030326A,030326A,030326A,39137.5179930828,500,52.7601560098583,0.281213070128317,-58.7240355134077,999,241.996314663462,34.2,0.42,0.488382505070828,0.110995968710862,-4.50038391731599,1.94433053945988,130.78,67,280.15950039931,43.6431900859505,-58.2527319565876,NaN,16.1333333333333,17136.1001605762,-58.380544745741
030326A,MultiPulse_Whole_cell_Voltage_clamp,2,11222,4295,030326A,55.6455,500,6.24724,500,-38.8133,030326Ac7,OFF sustained alpha,030326A,030326A,030326A,030326A,13696.3575740855,500,41.814599954244,12.1101635145028,-38.9840515160327,338.560333333333,164.958806541667,30.3666666666667,0.553333333333333,0.425589786838151,0.800831758034027,-5.52691333352558,1.96321427771934,244.96,63,194.823504056432,87.5935022163971,-38.8132602217174,NaN,4.13333333333333,11564.0468412705,-36.6010849248268
